(0.89504,0.0134908)
(0.175487,-0.209062)
(0.586863,0.429252)
(0.680372,-0.319754)
(0.135128,0.197907)
(0.884182,0.144772)
(0.271757,-0.288616)
(0.469248,0.436548)
(0.777714,-0.247556)
(0.104981,0.0855249)
(0.835657,0.256405)
(0.37885,-0.338639)
(0.353021,0.413534)
(0.851961,-0.149523)
(0.108355,-0.031984)
(0.755016,0.3517)
(0.499828,-0.35118)
(0.25439,0.355249)
(0.894067,-0.0382615)
(0.144565,-0.141539)
(0.656542,0.421146)
(0.625069,-0.33744)
(0.168336,0.2624)
(0.897299,0.0868415)
(0.218267,-0.240292)
(0.529584,0.44637)
(0.723092,-0.275408)
(0.117776,0.163103)
(0.865091,0.208162)
(0.31358,-0.301024)
(0.414668,0.446659)
(0.813479,-0.193181)
(0.0981792,0.0465785)
(0.799431,0.317457)
(0.42845,-0.332733)
(0.303672,0.40852)
(0.872169,-0.0847019)
(0.11773,-0.0641589)
(0.71282,0.402745)
(0.550881,-0.333979)
(0.208184,0.339708)
(0.902717,0.0385132)
(0.175763,-0.171303)
(0.602617,0.451986)
(0.66697,-0.301049)
(0.134554,0.241145)
(0.888604,0.166234)
(0.261591,-0.252182)
(0.480417,0.467982)
(0.765729,-0.226383)
(0.102842,0.132923)
(0.845071,0.279351)
(0.365481,-0.305497)
(0.362799,0.452042)
(0.845839,-0.129055)
(0.103528,0.0144773)
(0.768152,0.377176)
(0.486066,-0.324125)
(0.257966,0.396863)
(0.890282,-0.0134629)
(0.141362,-0.0938709)
(0.673673,0.445614)
(0.607012,-0.314407)
(0.170157,0.312746)
(0.902749,0.109351)
(0.207327,-0.197052)
(0.548481,0.48292)
(0.716506,-0.257299)
(0.115381,0.208171)
(0.872724,0.232021)
(0.300793,-0.263792)
(0.428364,0.486516)
(0.807805,-0.173182)
(0.0941928,0.0962446)
(0.815609,0.344164)
(0.414745,-0.30254)
(0.315208,0.457997)
(0.883683,-0.065179)
(0.114455,-0.0302731)
(0.724211,0.428218)
(0.540072,-0.310613)
(0.210478,0.379956)
(0.902544,0.0597726)
(0.165055,-0.129627)
(0.614937,0.487393)
(0.660727,-0.273685)
(0.142015,0.284672)
(0.895512,0.183356)
(0.247573,-0.214619)
(0.495741,0.506969)
(0.763116,-0.20779)
(0.1007,0.174963)
(0.854468,0.303082)
(0.354778,-0.272737)
(0.375484,0.48949)
(0.842208,-0.112388)
(0.0975901,0.0586002)
(0.782985,0.402118)
(0.472957,-0.300014)
(0.264061,0.438319)
(0.891839,0.00140199)
(0.125787,-0.0579404)
(0.678256,0.479536)
(0.594874,-0.283848)
(0.174227,0.359083)
(0.906505,0.131402)
(0.195565,-0.156153)
(0.561187,0.520242)
(0.709585,-0.231498)
(0.119507,0.255488)
(0.884716,0.252821)
(0.289402,-0.231195)
(0.440257,0.523198)
(0.802494,-0.15424)
(0.0902183,0.140723)
(0.827727,0.368963)
(0.404458,-0.274728)
(0.32208,0.491652)
(0.872014,-0.0470228)
(0.104583,0.0201684)
(0.73853,0.45526)
(0.520473,-0.282674)
(0.21663,0.432358)
(0.908489,0.07878)
(0.152148,-0.0866381)
(0.632677,0.522446)
(0.64931,-0.254578)
(0.139709,0.334929)
(0.906722,0.207319)
(0.23535,-0.179833)
(0.508329,0.544893)
(0.756477,-0.189097)
(0.0951541,0.220571)
(0.863145,0.327652)
(0.33742,-0.23889)
(0.384099,0.535865)
(0.841519,-0.089297)
(0.0941637,0.104528)
(0.796972,0.42682)
(0.455409,-0.27192)
(0.270654,0.486996)
(0.894214,0.0212983)
(0.11578,-0.0124658)
(0.697018,0.510013)
(0.578674,-0.265584)
(0.169755,0.410872)
(0.913325,0.157231)
(0.181633,-0.113776)
(0.578279,0.562799)
(0.705721,-0.212078)
(0.115598,0.302406)
(0.895531,0.278936)
(0.275628,-0.197098)
(0.45029,0.566733)
(0.799696,-0.131719)
(0.085633,0.188714)
(0.842072,0.397497)
(0.391948,-0.244149)
(0.331262,0.536854)
(0.872206,-0.0267781)
(0.0956465,0.0680629)
(0.757872,0.489364)
(0.513665,-0.258658)
(0.224466,0.4746)
(0.911929,0.0922203)
(0.133084,-0.0479918)
(0.642685,0.561734)
(0.639093,-0.228264)
(0.141699,0.385409)
(0.916891,0.228417)
(0.218649,-0.143369)
(0.51983,0.587819)
(0.750417,-0.166162)
(0.0931276,0.271804)
(0.879465,0.352026)
(0.321872,-0.209646)
(0.393279,0.580004)
(0.838375,-0.0726809)
(0.0790053,0.151442)
(0.807878,0.463626)
(0.443653,-0.237999)
(0.281164,0.537396)
(0.900961,0.0402866)
(0.103893,0.0290298)
(0.709662,0.545434)
(0.566835,-0.236611)
(0.178127,0.463379)
(0.926495,0.17286)
(0.163615,-0.0812103)
(0.585176,0.601581)
(0.691583,-0.186213)
(0.111856,0.359679)
(0.90951,0.308191)
(0.262876,-0.158433)
(0.466683,0.611615)
(0.79553,-0.112899)
(0.0797134,0.243368)
(0.865193,0.425603)
(0.376161,-0.220466)
(0.336891,0.587694)
(0.878166,-0.00687376)
(0.0834452,0.110317)
(0.771158,0.524714)
(0.501426,-0.231648)
(0.227304,0.525587)
(0.918455,0.116777)
(0.123106,-0.00360195)
(0.661231,0.598145)
(0.628556,-0.207035)
(0.142268,0.437295)
(0.927717,0.248889)
(0.198748,-0.104119)
(0.536597,0.636106)
(0.748808,-0.149023)
(0.0854244,0.320884)
(0.893875,0.379982)
(0.304559,-0.177982)
(0.402708,0.630339)
(0.839486,-0.0528999)
(0.0673272,0.201003)
(0.826832,0.499778)
(0.433599,-0.21293)
(0.284896,0.585247)
(0.90402,0.0627062)
(0.0912646,0.0757101)
(0.727759,0.584795)
(0.559412,-0.212526)
(0.181249,0.511959)
(0.93357,0.194426)
(0.149625,-0.0373489)
(0.60725,0.642173)
(0.686083,-0.172839)
(0.105392,0.406362)
(0.918911,0.330038)
(0.240516,-0.12382)
(0.477833,0.661159)
(0.794388,-0.0967153)
(0.0651447,0.288033)
(0.872034,0.458445)
(0.359398,-0.185008)
(0.34484,0.635148)
(0.870708,0.0124071)
(0.0659951,0.167429)
(0.79084,0.564089)
(0.485154,-0.20464)
(0.230346,0.584081)
(0.928392,0.139641)
(0.107852,0.0396493)
(0.676519,0.63669)
(0.61079,-0.184771)
(0.136286,0.49921)
(0.941528,0.277697)
(0.180744,-0.0635183)
(0.550388,0.684428)
(0.739481,-0.126637)
(0.0767094,0.382289)
(0.913266,0.413673)
(0.28867,-0.141989)
(0.417115,0.683938)
(0.84123,-0.0345849)
(0.0558526,0.252763)
(0.844428,0.531331)
(0.410577,-0.183152)
(0.291654,0.647529)
(0.911723,0.0812393)
(0.0687482,0.125668)
(0.746113,0.632572)
(0.545694,-0.185044)
(0.183102,0.57907)
(0.955772,0.220203)
(0.132511,-0.000248313)
(0.62224,0.69089)
(0.679066,-0.151062)
(0.0982953,0.466395)
(0.938577,0.361773)
(0.223176,-0.0894816)
(0.487732,0.714726)
(0.791999,-0.0719505)
(0.0560971,0.346613)
(0.890649,0.494668)
(0.341197,-0.144689)
(0.366597,0.70142)
(0.889221,0.0242685)
(0.0474105,0.210256)
(0.810214,0.607559)
(0.475482,-0.180003)
(0.234206,0.640673)
(0.940132,0.159777)
(0.0858337,0.0842556)
(0.695868,0.689237)
(0.608583,-0.162961)
(0.133642,0.554014)
(0.957319,0.305104)
(0.16408,-0.0252386)
(0.566816,0.734218)
(0.736981,-0.108376)
(0.0676404,0.435673)
(0.928352,0.442918)
(0.265827,-0.106129)
(0.429592,0.743608)
(0.845027,-0.0163652)
(0.0393581,0.307009)
(0.866128,0.571842)
(0.395256,-0.156184)
(0.296331,0.707986)
(0.922596,0.103736)
(0.0525498,0.173185)
(0.768053,0.675328)
(0.533961,-0.166921)
(0.176363,0.634499)
(0.960812,0.246613)
(0.107648,0.0512444)
(0.644253,0.749336)
(0.678299,-0.130461)
(0.0934962,0.523795)
(0.957733,0.388096)
(0.19913,-0.0559992)
(0.498089,0.772952)
(0.792695,-0.0514949)
(0.0433237,0.401461)
(0.910224,0.526841)
(0.315425,-0.119486)
(0.362726,0.764546)
(0.891256,0.0542039)
(0.0306463,0.266561)
(0.828112,0.652337)
(0.456878,-0.149103)
(0.234354,0.709117)
(0.952905,0.190402)
(0.0698205,0.135754)
(0.718302,0.738736)
(0.598901,-0.140582)
(0.12854,0.615368)
(0.968606,0.333336)
(0.138009,0.0230551)
(0.58456,0.79631)
(0.733936,-0.0831688)
(0.0611885,0.502147)
(0.954298,0.476318)
(0.245342,-0.0730454)
(0.440721,0.803453)
(0.843899,0.00373989)
(0.0208225,0.370164)
(0.891699,0.615154)
(0.375795,-0.128341)
(0.298595,0.775103)
(0.931058,0.130072)
(0.032612,0.229562)
(0.790691,0.725612)
(0.519302,-0.138734)
(0.177787,0.70443)
(0.977384,0.273244)
(0.085746,0.101704)
(0.669199,0.803349)
(0.665875,-0.113134)
(0.0810126,0.596068)
(0.981006,0.423405)
(0.174871,-0.0131012)
(0.519013,0.839246)
(0.794847,-0.0363669)
(0.0233027,0.465634)
(0.935957,0.570748)
(0.296006,-0.086771)
(0.373233,0.831734)
(0.898114,0.0733861)
(0.00770131,0.326848)
(0.855724,0.70119)
(0.439738,-0.125264)
(0.234852,0.777074)
(0.961852,0.211127)
(0.0367816,0.193535)
(0.745035,0.800558)
(0.584853,-0.122342)
(0.114696,0.694142)
(0.995406,0.370613)
(0.112642,0.0651497)
(0.602772,0.863594)
(0.732034,-0.0648498)
(0.0408059,0.571706)
(0.979948,0.520406)
(0.219312,-0.0381)
(0.446581,0.880153)
(0.852936,0.032716)
(0.00127849,0.434754)
(0.918031,0.670011)
(0.363982,-0.0937281)
(0.308232,0.845033)
(0.943486,0.152857)
(0.00817772,0.288435)
(0.81899,0.782355)
(0.506897,-0.115761)
(0.174463,0.777307)
(0.99693,0.299524)
(0.0530133,0.148249)
(0.684363,0.871613)
(0.658037,-0.0851111)
(0.0702393,0.672854)
(1.00659,0.462668)
(0.14824,0.0307236)
(0.53535,0.912976)
(0.796835,-0.0127141)
(0.00481855,0.538212)
(0.965882,0.618778)
(0.273401,-0.0515582)
(0.382605,0.909947)
(0.909843,0.0983635)
(-0.0158261,0.392008)
(0.885729,0.756924)
(0.420627,-0.0971167)
(0.234924,0.86085)
(0.986534,0.24171)
(0.0112216,0.245275)
(0.767605,0.865377)
(0.576713,-0.0938962)
(0.112367,0.77161)
(1.0219,0.400548)
(0.0815749,0.109654)
(0.620723,0.935512)
(0.728305,-0.0419874)
(0.0228419,0.648668)
(1.00816,0.56711)
(0.196067,0.00505478)
(0.46651,0.95633)
(0.861129,0.0485633)
(-0.0254035,0.499853)
(0.94237,0.719178)
(0.332558,-0.0594201)
(0.310858,0.93448)
(0.96017,0.18079)
(-0.0230326,0.353309)
(0.847489,0.848683)
(0.488793,-0.086913)
(0.169406,0.869181)
(1.02817,0.336557)
(0.0265588,0.199429)
(0.709427,0.942384)
(0.651094,-0.0630542)
(0.0550428,0.754727)
(1.035,0.504897)
(0.117464,0.0779634)
(0.555472,0.99553)
(0.801988,0.00909257)
(-0.0171308,0.615032)
(0.999547,0.669666)
(0.247323,-0.0170724)
(0.390538,0.993978)
(0.920967,0.123902)
(-0.0425549,0.462091)
(0.917047,0.812397)
(0.390566,-0.0685253)
(0.232216,0.957277)
(1.01265,0.271579)
(-0.025149,0.302011)
(0.78965,0.939149)
(0.561286,-0.0633842)
(0.104379,0.862726)
(1.04826,0.434151)
(0.0371135,0.165567)
(0.643832,1.02779)
(0.728707,-0.0178803)
(0.000141138,0.73702)
(1.0434,0.618938)
(0.162029,0.0481718)
(0.479119,1.05137)
(0.870041,0.0765099)
(-0.0537096,0.585689)
(0.985301,0.782783)
(0.306063,-0.0294325)
(0.312506,1.03551)
(0.98791,0.211981)
(-0.0571368,0.41774)
(0.878334,0.923578)
(0.473332,-0.0595556)
(0.159041,0.962812)
(1.05222,0.376013)
(-0.013019,0.264583)
(0.739506,1.03339)
(0.649111,-0.0372704)
(0.0377084,0.847905)
(1.07123,0.553542)
(0.082021,0.126058)
(0.572547,1.08982)
(0.80511,0.0366476)
(-0.0457344,0.707664)
(1.04049,0.735035)
(0.220899,0.0243348)
(0.402429,1.09392)
(0.938594,0.151718)
(-0.078474,0.543553)
(0.957629,0.890775)
(0.375597,-0.035869)
(0.234271,1.05423)
(1.03617,0.301707)
(-0.0693917,0.375072)
(0.828224,1.03104)
(0.554975,-0.0411905)
(0.0848885,0.962259)
(1.08406,0.487615)
(0.00737628,0.223593)
(0.67209,1.1175)
(0.727225,0.00618673)
(-0.022833,0.833442)
(1.08396,0.672899)
(0.123761,0.0936531)
(0.494804,1.15645)
(0.883504,0.102328)
(-0.0890724,0.673161)
(1.02547,0.853872)
(0.276893,0.00712647)
(0.314362,1.14244)
(1.00705,0.245037)
(-0.101296,0.50241)
(0.920042,1.01499)
(0.46022,-0.0286587)
(0.151913,1.06953)
(1.08511,0.417086)
(-0.0553755,0.332134)
(0.771673,1.12833)
(0.637979,-0.0106864)
(0.0149891,0.958886)
(1.11311,0.609103)
(0.0399998,0.184003)
(0.598378,1.19935)
(0.81103,0.0622287)
(-0.0778402,0.812602)
(1.09164,0.801624)
(0.180874,0.0627162)
(0.409122,1.21453)
(0.962669,0.183856)
(-0.122017,0.632498)
(1.00145,0.978772)
(0.351499,-0.00188345)
(0.227053,1.17265)
(1.06717,0.347626)
(-0.110201,0.457237)
(0.870463,1.12802)
(0.540157,-0.0106769)
(0.0726512,1.0833)
(1.13159,0.534382)
(-0.0406433,0.284384)
(0.702118,1.22717)
(0.723689,0.0296188)
(-0.0584996,0.949219)
(1.13307,0.742436)
(0.0805068,0.146526)
(0.51408,1.28073)
(0.899655,0.130388)
(-0.133856,0.778944)
(1.07865,0.942163)
(0.247999,0.0464356)
(0.319173,1.26724)
(1.03708,0.279749)
(-0.149872,0.591111)
(0.964822,1.11017)
(0.430894,0.00317476)
(0.137994,1.20451)
(1.12915,0.465064)
(-0.110732,0.409195)
(0.811003,1.24694)
(0.630581,0.0164509)
(-0.0140719,1.08802)
(1.16788,0.673208)
(-0.0114999,0.242814)
(0.623817,1.32968)
(0.821979,0.0884301)
(-0.123927,0.927281)
(1.14105,0.885463)
(0.13405,0.116425)
(0.422411,1.35918)
(0.99395,0.218491)
(-0.173786,0.73614)
(1.05524,1.07958)
(0.318215,0.0344918)
(0.218538,1.31817)
(1.11199,0.395647)
(-0.165575,0.5441)
(0.91479,1.24365)
(0.518054,0.0193114)
(0.0426824,1.22879)
(1.18249,0.602953)
(-0.0964862,0.366317)
(0.745272,1.36747)
(0.732246,0.0556903)
(-0.0980215,1.07968)
(1.19242,0.820533)
(0.0247332,0.20355)
(0.531154,1.43235)
(0.922233,0.167305)
(-0.184353,0.902399)
(1.14173,1.04155)
(0.20315,0.089893)
(0.318423,1.42792)
(1.0801,0.32666)
(-0.208914,0.697694)
(1.02356,1.23267)
(0.40598,0.0373767)
(0.120517,1.36326)
(1.18824,0.523548)
(-0.174119,0.493447)
(0.856286,1.38778)
(0.62552,0.0442441)
(-0.055327,1.23579)
(1.22774,0.754318)
(-0.0724574,0.315694)
(0.653127,1.48807)
(0.836812,0.123819)
(-0.17558,1.0676)
(1.20694,0.987134)
(0.0842775,0.176362)
(0.440467,1.52537)
(1.02683,0.252901)
(-0.243745,0.862921)
(1.12117,1.206)
(0.279571,0.0783912)
(0.210579,1.49515)
(1.16671,0.448828)
(-0.241339,0.654402)
(0.978896,1.39874)
(0.50911,0.0484525)
(0.00842406,1.39629)
(1.25222,0.680167)
(-0.164842,0.447683)
(0.78322,1.53203)
(0.735408,0.0925215)
(-0.147244,1.24573)
(1.27344,0.920965)
(-0.0339981,0.267386)
(0.55668,1.60948)
(0.950681,0.198782)
(-0.25911,1.04535)
(1.21285,1.17092)
(0.153758,0.144693)
(0.320944,1.62114)
(1.13544,0.375887)
(-0.289471,0.820579)
(1.09103,1.38773)
(0.38029,0.0760886)
(0.0930078,1.55016)
(1.25213,0.597191)
(-0.25592,0.602793)
(0.913993,1.56768)
(0.624536,0.0803158)
(-0.100912,1.41862)
(1.30926,0.849258)
(-0.149194,0.398123)
(0.690738,1.68437)
(0.859475,0.158418)
(-0.247151,1.23722)
(1.29448,1.11524)
(0.0235255,0.233781)
(0.445079,1.72993)
(1.06854,0.306647)
(-0.325703,1.01839)
(1.20685,1.36375)
(0.239789,0.123355)
(0.194275,1.70431)
(1.23335,0.514)
(-0.336737,0.779353)
(1.04349,1.58679)
(0.492034,0.0910076)
(-0.035231,1.60359)
(1.33169,0.774761)
(-0.258172,0.554939)
(0.832085,1.74796)
(0.749598,0.137761)
(-0.209864,1.44255)
(1.36508,1.04442)
(-0.114513,0.350792)
(0.583069,1.8391)
(0.989197,0.24977)
(-0.34178,1.22877)
(1.31081,1.32779)
(0.0934093,0.205147)
(0.320235,1.85722)
(1.19693,0.436997)
(-0.392682,0.982509)
(1.1824,1.58227)
(0.343633,0.120127)
(0.0574789,1.79359)
(1.34397,0.687103)
(-0.361496,0.728543)
(0.979441,1.79191)
(0.615893,0.124039)
(-0.166785,1.65648)
(1.41568,0.975699)
(-0.246456,0.500278)
(0.73521,1.93592)
(0.888441,0.204279)
(-0.338834,1.45401)
(1.40452,1.27729)
(-0.0618117,0.311048)
(0.454798,2.00453)
(1.13466,0.37283)
(-0.432576,1.20926)
(1.31229,1.56599)
(0.183467,0.183174)
(0.171609,1.98337)
(1.32695,0.604826)
(-0.450974,0.943073)
(1.13864,1.82456)
(0.467848,0.135812)
(-0.0933789,1.87933)
(1.45032,0.895807)
(-0.375284,0.681121)
(0.898606,2.01977)
(0.761497,0.178578)
(-0.310851,1.70257)
(1.49016,1.21636)
(-0.217054,0.45319)
(0.617682,2.1426)
(1.04756,0.307239)
(-0.462016,1.46152)
(1.43939,1.54103)
(0.0149128,0.275723)
(0.308119,2.1734)
(1.28818,0.524875)
(-0.527059,1.18688)
(1.30055,1.843)
(0.302127,0.17503)
(0.00571744,2.11148)
(1.46596,0.810854)
(-0.498623,0.897281)
(1.07628,2.0938)
(0.616461,0.169717)
(-0.260623,1.96319)
(1.55929,1.14443)
(-0.377124,0.627808)
(0.789872,2.27547)
(0.935396,0.265006)
(-0.462654,1.73912)
(1.55787,1.49774)
(-0.167423,0.405012)
(0.467991,2.36573)
(1.22606,0.451221)
(-0.587964,1.45879)
(1.45388,1.8486)
(0.119397,0.259362)
(0.143914,2.35224)
(1.45956,0.715837)
(-0.614426,1.14892)
(1.25952,2.14632)
(0.430884,0.188941)
(-0.186056,2.25704)
(1.61562,1.06745)
(-0.538806,0.848319)
(0.987567,2.40399)
(0.794632,0.233945)
(-0.44751,2.05022)
(1.67092,1.45034)
(-0.354914,0.574888)
(0.653538,2.55599)
(1.12974,0.386421)
(-0.631278,1.78013)
(1.62496,1.83891)
(-0.0878685,0.358815)
(0.286149,2.60852)
(1.4244,0.638196)
(-0.72475,1.45397)
(1.45836,2.21162)
(0.247645,0.242968)
(-0.0764844,2.55567)
(1.64843,0.984238)
(-0.696396,1.11319)
(1.19894,2.52381)
(0.624682,0.232064)
(-0.400983,2.39067)
(1.76872,1.38786)
(-0.559304,0.793877)
(0.862277,2.75787)
(1.01212,0.339971)
(-0.65521,2.13181)
(1.77644,1.82313)
(-0.311633,0.523961)
(0.472589,2.88111)
(1.36564,0.566052)
(-0.813575,1.80618)
(1.66425,2.25432)
(0.024516,0.337675)
(0.0645457,2.88745)
(1.65701,0.900724)
(-0.853937,1.44091)
(1.43488,2.64348)
(0.422165,0.261646)
(-0.323088,2.77375)
(1.85549,1.31905)
(-0.771878,1.071)
(1.10067,2.96233)
(0.851916,0.315529)
(-0.65454,2.54583)
(1.93434,1.79748)
(-0.559538,0.740507)
(0.692794,3.17483)
(1.27172,0.503774)
(-0.892569,2.22608)
(1.88411,2.29272)
(-0.236356,0.481606)
(0.241688,3.26658)
(1.65044,0.820874)
(-1.0126,1.83264)
(1.69139,2.76863)
(0.181261,0.332739)
(-0.214065,3.21278)
(1.92947,1.25223)
(-0.997197,1.42331)
(1.37682,3.18664)
(0.655976,0.319241)
(-0.628808,3.02844)
(2.09552,1.7705)
(-0.833658,1.02423)
(0.95228,3.50306)
(1.14429,0.460288)
(-0.961426,2.72552)
(2.11799,2.34144)
(-0.524007,0.691195)
(0.463156,3.68592)
(1.60256,0.751319)
(-1.17227,2.33079)
(1.99324,2.9089)
(-0.101354,0.448997)
(-0.0673589,3.72477)
(1.99375,1.19062)
(-1.23617,1.86612)
(1.69727,3.43393)
(0.409415,0.360725)
(-0.573385,3.60321)
(2.25697,1.7439)
(-1.14627,1.40537)
(1.27191,3.88258)
(0.971661,0.436092)
(-1.01755,3.33793)
(2.37912,2.39086)
(-0.879724,0.979387)
(0.735842,4.20111)
(1.53837,0.693895)
(-1.34661,2.93541)
(2.31945,3.07716)
(-0.452384,0.652268)
(0.138897,4.35235)
(2.0436,1.1257)
(-1.52608,2.4448)
(2.08056,3.74859)
(0.0969658,0.457009)
(-0.49026,4.33262)
(2.44293,1.73881)
(-1.51507,1.91549)
(1.67076,4.3607)
(0.751976,0.443755)
(-1.07226,4.119)
(2.69074,2.47953)
(-1.30262,1.38154)
(1.08438,4.84391)
(1.43344,0.658578)
(-1.54756,3.7413)
(2.74298,3.30819)
(-0.890128,0.92873)
(0.384447,5.166)
(2.10066,1.10546)
(-1.85405,3.21502)
(2.57014,4.15554)
(-0.299271,0.619901)
(-0.367034,5.27978)
(2.66702,1.75171)
(-1.98963,2.60331)
(2.16649,4.9981)
(0.448949,0.513398)
(-1.12468,5.17753)
(3.08726,2.61875)
(-1.86905,1.96081)
(1.54686,5.73605)
(1.29548,0.656764)
(-1.80884,4.84751)
(3.28998,3.65158)
(-1.48563,1.36854)
(0.744379,6.30748)
(2.16761,1.0845)
(-2.3489,4.31825)
(3.23659,4.79565)
(-0.841814,0.895686)
(-0.208589,6.65878)
(2.98888,1.8355)
(-2.66039,3.6279)
(2.88292,5.97421)
(0.0344771,0.64562)
(-1.22609,6.75363)
(3.67911,2.89727)
(-2.6919,2.83956)
(2.21503,7.12111)
(1.111,0.701988)
(-2.22965,6.55748)
(4.14108,4.26086)
(-2.38313,2.04935)
(1.24596,8.14773)
(2.31722,1.14552)
(-3.12182,6.07649)
(4.29889,5.88974)
(-1.6981,1.35749)
(0.00182985,8.97669)
(3.57798,2.05193)
(-3.79988,5.32199)
(4.0611,7.7355)
(-0.612577,0.896206)
(-1.47026,9.52138)
(4.76973,3.49683)
(-4.15745,4.36927)
(3.36324,9.74573)
(0.872466,0.819548)
(-3.10025,9.73923)
(5.79416,5.56631)
(-4.06753,3.2976)
(2.13522,11.8642)
(2.75869,1.31119)
(-4.80606,9.57935)
(6.51521,8.36681)
(-3.39833,2.22465)
(0.268623,14.0572)
(5.03946,2.65144)
(-6.48553,9.02327)
(6.75493,12.0971)
(-1.96154,1.37112)
(-2.3498,16.3493)
(7.75192,5.24654)
(-8.04257,8.08485)
(6.29667,17.182)
(0.565291,1.03697)
(-6.04507,18.9098)
(11.0657,9.95794)
(-9.37669,6.78818)
(4.68196,24.7268)
(4.93658,1.89969)
(-11.6956,22.3705)
(15.6315,19.0972)
(-10.3977,5.18607)
(0.625833,38.4785)
(13.8165,6.01811)
(-22.9151,29.3594)
(24.5722,42.624)
(-11.0324,3.3691)
(-13.3728,81.423)
(47.8493,28.5163)
(-80.2867,69.4017)
(105.804,289.826)
(398.256,1.42161)
(105.195,-285.158)
(-79.3067,-65.8295)
(46.8882,-25.0242)
(-12.8296,-76.6815)
(-10.9431,-0.533466)
(23.867,-37.9637)
(-21.8657,-25.6758)
(12.8451,-2.60768)
(1.11575,-33.5886)
(-10.1833,-2.37711)
(14.7746,-14.4143)
(-10.5335,-18.5188)
(3.93495,1.39897)
(5.08265,-19.5989)
(-8.97423,-3.98935)
(9.99992,-5.24293)
(-4.72801,-14.795)
(-0.441205,2.09843)
(6.53955,-11.7472)
(-7.37271,-5.26059)
(6.40478,-0.533541)
(-0.881406,-11.8341)
(-2.91122,1.56395)
(6.73508,-6.29285)
(-5.44833,-6.07348)
(3.37931,1.99154)
(1.85022,-8.99242)
(-4.18479,0.488939)
(6.10766,-2.16913)
(-3.30954,-6.36205)
(0.776334,3.16319)
(3.73404,-6.08299)
(-4.54552,-0.784201)
(4.85503,1.01289)
(-1.0775,-6.04314)
(-1.3879,3.38958)
(4.85027,-3.07478)
(-4.13513,-1.99653)
(3.14304,3.40252)
(1.11533,-5.07124)
(-3.05529,2.93335)
