(0.348405, -0.00841109)
(0.338863, -0.00852683)
(0.379338, -0.0085677)
(0.389273, -0.00858392)
(0.384053, -0.00858797)
(0.394735, -0.00858484)
(0.382163, -0.00857701)
(0.373625, -0.00856585)
(0.372996, -0.00855222)
(0.388065, -0.00853667)
(0.391473, -0.00851964)
(0.37149, -0.00850139)
(0.359359, -0.00848216)
(0.374605, -0.00846206)
(0.382066, -0.00844124)
(0.377831, -0.00841983)
(0.436363, -0.00839785)
(0.526163, -0.00837542)
(0.624036, -0.00835256)
(0.741455, -0.00832935)
(0.827636, -0.00830579)
(0.858653, -0.00828194)
(0.858429, -0.00825778)
(0.862122, -0.00823341)
(0.873636, -0.00820882)
(0.885158, -0.00818399)
(0.873249, -0.00815901)
(0.86916, -0.0081338)
(0.868984, -0.00810846)
(0.864908, -0.00808295)
(0.860836, -0.00805731)
(0.852864, -0.00803155)
(0.840991, -0.00800563)
(0.829121, -0.00797961)
(0.821163, -0.00795349)
(0.78147, -0.00792724)
(0.711018, -0.00790091)
(0.643988, -0.00787449)
(0.624326, -0.00784797)
(0.663261, -0.00782138)
(0.730032, -0.00779469)
(0.800224, -0.00776791)
(0.827937, -0.00774111)
(0.855165, -0.00771421)
(0.874583, -0.00768725)
(0.886191, -0.00766023)
(0.889988, -0.00763316)
(0.9016, -0.00760601)
(0.909309, -0.00757881)
(0.913112, -0.00755156)
(0.928637, -0.00752426)
(0.932445, -0.00749691)
(0.928442, -0.00746948)
(0.928347, -0.00744207)
(0.924348, -0.00741458)
(0.928163, -0.00738703)
(0.935886, -0.00735947)
(0.935797, -0.00733186)
(0.935711, -0.0073042)
(0.931719, -0.00727652)
(0.927729, -0.00724878)
(0.927646, -0.00722104)
(0.947585, -0.00719325)
(0.947505, -0.00716538)
(0.939125, -0.00713755)
(0.935142, -0.00710966)
(0.931159, -0.00708173)
(0.927178, -0.0070538)
(0.899759, -0.00702581)
(0.880155, -0.0069978)
(0.797562, -0.00696979)
(0.625126, -0.00694173)
(0.523004, -0.00691366)
(0.561998, -0.00688554)
(0.546305, -0.0068574)
(0.436617, -0.00682925)
(0.393338, -0.00680105)
(0.38546, -0.00677288)
(0.41689, -0.00674464)
(0.424639, -0.0067164)
(0.369644, -0.00668815)
(0.318556, -0.00665988)
(0.322402, -0.00663157)
(0.314529, -0.00660325)
(0.322282, -0.0065749)
(0.314411, -0.00654654)
(0.318259, -0.00651818)
(0.373134, -0.00648976)
(0.416291, -0.00646135)
(0.424047, -0.00643292)
(0.41618, -0.00640446)
(0.329698, -0.00637601)
(0.270805, -0.00634755)
(0.29834, -0.00631904)
(0.368845, -0.00629054)
(0.454976, -0.00626201)
(0.34921, -0.00623346)
(0.329383, -0.0062049)
(0.399891, -0.00617636)
(0.45868, -0.00614775)
(0.443005, -0.00611918)
(0.411706, -0.00609058)
(0.490028, -0.00606194)
(0.411611, -0.0060333)
(0.427189, -0.00600464)
(0.431048, -0.00597599)
(0.434909, -0.00594735)
(0.466114, -0.00591864)
(0.458256, -0.00588993)
(0.39156, -0.00586123)
(0.430823, -0.00583252)
(0.46203, -0.00580381)
(0.450268, -0.00577503)
(0.458038, -0.00574629)
(0.48949, -0.00571754)
(0.418891, -0.00568877)
(0.375636, -0.00565999)
(0.367782, -0.00563117)
(0.383367, -0.00560239)
(0.414821, -0.00557356)
(0.47362, -0.00554477)
(0.536082, -0.00551593)
(0.539949, -0.0054871)
(0.434197, -0.00545822)
(0.559404, -0.00542937)
(0.653606, -0.00540049)
(0.598881, -0.00537162)
(0.465297, -0.00534272)
(0.382984, -0.00531385)
(0.375135, -0.00528494)
(0.367287, -0.00525605)
(0.437809, -0.00522712)
(0.453399, -0.0051982)
(0.374994, -0.00516925)
(0.312214, -0.00514031)
(0.371019, -0.00511135)
(0.38661, -0.0050824)
(0.394389, -0.00505344)
(0.441476, -0.00502449)
(0.515907, -0.00499548)
(0.567145, -0.00496649)
(0.571019, -0.00493751)
(0.539249, -0.0049085)
(0.359039, -0.00487952)
(0.307982, -0.0048505)
(0.323576, -0.00482145)
(0.413879, -0.00479243)
(0.4805, -0.00476339)
(0.456788, -0.00473437)
(0.445039, -0.00470531)
(0.425478, -0.00467627)
(0.441074, -0.00464721)
(0.421514, -0.00461815)
(0.476418, -0.00458908)
(0.582348, -0.00456)
(0.621383, -0.00453091)
(0.566667, -0.00450183)
(0.523182, -0.00447274)
(0.409628, -0.00444363)
(0.334893, -0.00441455)
(0.342923, -0.00438543)
(0.448611, -0.00435632)
(0.609476, -0.0043272)
(0.656325, -0.00429807)
(0.515185, -0.00426895)
(0.476096, -0.00423982)
(0.385738, -0.00421066)
(0.291717, -0.00418152)
(0.28388, -0.00415237)
(0.342695, -0.0041232)
(0.354389, -0.00409405)
(0.342647, -0.00406489)
(0.311128, -0.0040357)
(0.32673, -0.00400652)
(0.350389, -0.00397735)
(0.37771, -0.00394817)
(0.444339, -0.00391898)
(0.420878, -0.00388981)
(0.452107, -0.0038606)
(0.483579, -0.00383143)
(0.448157, -0.00380222)
(0.389296, -0.00377301)
(0.385369, -0.00374379)
(0.432467, -0.00371457)
(0.354076, -0.00368536)
(0.310842, -0.00365613)
(0.334259, -0.00362691)
(0.361827, -0.00359768)
(0.36962, -0.00356845)
(0.377413, -0.0035392)
(0.440138, -0.00350994)
(0.534114, -0.00348072)
(0.534095, -0.00345146)
(0.40883, -0.00342222)
(0.330197, -0.00339294)
(0.357767, -0.0033637)
(0.416587, -0.00333445)
(0.487127, -0.00330515)
(0.533984, -0.00327588)
(0.471466, -0.00324663)
(0.467542, -0.00321735)
(0.545651, -0.00318807)
(0.592997, -0.0031588)
(0.518272, -0.00312949)
(0.475286, -0.00310021)
(0.471363, -0.00307092)
(0.529941, -0.00304162)
(0.577289, -0.00301234)
(0.592898, -0.00298303)
(0.592882, -0.00295373)
(0.585054, -0.00292441)
(0.600664, -0.00289512)
(0.604555, -0.00286581)
(0.651416, -0.00283651)
(0.659213, -0.00280718)
(0.639667, -0.00277788)
(0.647465, -0.00274854)
(0.670889, -0.00271922)
(0.682593, -0.00268988)
(0.698693, -0.00266058)
(0.714304, -0.00263124)
(0.729916, -0.0026019)
(0.737715, -0.00257255)
(0.737702, -0.00254323)
(0.749408, -0.00251388)
(0.749395, -0.00248454)
(0.768914, -0.00245519)
(0.772807, -0.00242585)
(0.768889, -0.0023965)
(0.772783, -0.00236715)
(0.776677, -0.00233779)
(0.788384, -0.00230844)
(0.796185, -0.00227908)
(0.816193, -0.00224972)
(0.803975, -0.00222036)
(0.792245, -0.002191)
(0.792234, -0.00216164)
(0.792223, -0.00213226)
(0.800025, -0.00210292)
(0.80392, -0.00207354)
(0.80391, -0.00204417)
(0.807806, -0.00201479)
(0.816097, -0.00198541)
(0.819993, -0.00195603)
(0.819984, -0.00192667)
(0.803861, -0.00189729)
(0.823871, -0.00186792)
(0.819956, -0.00183853)
(0.81604, -0.00180915)
(0.816031, -0.00177975)
(0.816023, -0.00175035)
(0.812108, -0.00172098)
(0.819912, -0.00169159)
(0.815998, -0.00166219)
(0.807689, -0.00163278)
(0.819888, -0.00160341)
(0.81988, -0.00157401)
(0.807665, -0.00154463)
(0.823771, -0.0015152)
(0.839389, -0.0014858)
(0.83157, -0.0014564)
(0.827656, -0.00142699)
(0.82765, -0.00139759)
(0.827643, -0.00136821)
(0.827636, -0.00133879)
(0.82763, -0.00130938)
(0.839343, -0.00128)
(0.831524, -0.00125057)
(0.843237, -0.00122117)
(0.839325, -0.00119175)
(0.831507, -0.00116233)
(0.851033, -0.00113292)
(0.847122, -0.00110352)
(0.847116, -0.0010741)
(0.839299, -0.00104468)
(0.835388, -0.00101527)
(0.843196, -0.000985864)
(0.85491, -0.000956432)
(0.854906, -0.000927013)
(0.850995, -0.000897639)
(0.858804, -0.000868167)
(0.8588, -0.000838768)
(0.858796, -0.000809362)
(0.866605, -0.000779916)
(0.874415, -0.000750505)
(0.866599, -0.000721066)
(0.870502, -0.000691672)
(0.862686, -0.000662235)
(0.862683, -0.00063282)
(0.862681, -0.000603411)
(0.870491, -0.000573963)
(0.870488, -0.000544539)
(0.854861, -0.000515132)
(0.862672, -0.000485692)
(0.858763, -0.000456255)
(0.862668, -0.000426862)
(0.870479, -0.000397434)
